Name,Icon Image,Photo Image,House Image,Species,Gender,Personality,Subtype,Hobby,Birthday,Catchphrase,Favorite Song,Favorite Saying,Style 1,Style 2,Color 1,Color 2,Default Clothing,Default Umbrella,Wallpaper,Flooring,Furniture List,Furniture Name List,Version Added,Name Color,Bubble Color,Filename,Unique Entry ID
Tammi,,,,Monkey,Female,Peppy,B,Fashion,4/2,chimpy,Imperial K.K.,Always be down to monkey around!,Cute,Active,Purple,Green,9138,grape umbrella,bamboo wall,bamboo flooring,6031;7796;7797;10743;7282;3971;3974;717;3344;3344;1606;3970;4033,cherry-blossom branches;imperial dining table;imperial dining chair;bamboo speaker;hanging scroll;imperial partition;imperial low table;clay furnace;steamer-basket set;steamer-basket set;serving cart;imperial decorative shelves;traditional tea set,1.0.0,#9b553a,#ffd00d,mnk03,vYWvCyge46SGeHfHH
Tammy,,,,Cub,Female,Big Sister,A,Play,6/23,ya heard,DJ K.K.,"If a job is worth doing, do it right!",Cool,Active,Red,Purple,4343,two-tone umbrella,yellow intricate wall,giraffe-print flooring,3998;4003;3624;3995;1288;7137;1032;3490;3428;4028;7541;9311,cute sofa;cute music player;cute bed;cute DIY table;fan palm;wooden full-length mirror;magazine rack;wooden waste bin;wall-mounted TV (50 in.);retro radiator;simple small orange mat;yellow message mat,1.0.0,#9b8986,#fff80d,cbr17,vw7ussv29jkjDdnJ7
Tangy,,,,Cat,Female,Peppy,B,Music,6/17,reeeeOWR,I Love You,"When life gives you lemons, make lemonade!",Simple,Cute,Green,Yellow,2706,strawberry umbrella,orange wall,green retro flooring,4130;2596;7259;4546;3975;4134;4011;4127;1263;3672;3672;975;4378;4128;3975;4107;3976,coconut wall planter;juicy-apple TV;palm-tree lamp;pear bed;orange end table;apple chair;cherry speakers;peach chair;pear wardrobe;cardboard box;cardboard box;fruit basket;fruit wreath;peach surprise box;orange end table;infused-water dispenser;orange wall-mounted clock,1.0.0,#9b553a,#ffd00d,cat05,eeMEC83wHWmKuHNvh
Tank,,,,Rhino,Male,Jock,B,Fitness,5/6,kerPOW,K.K. Lament,Remember to keep your core muscles engaged!,Active,Simple,Red,Green,6888,leaf umbrella,bamboo-grove wall,sandlot,3580;7393;3398;3397;3697;7153;4094,bonsai shelf;pond stone;stone stool;stone table;portable radio;cypress bathtub;floating-biotope planter,1.0.0,#fffad4,#8bcdea,rhn00,tq4TfLyNJx7un4h2m
Tasha,,,,Squirrel,Female,Snooty,A,Fitness,11/30,nice nice,K.K. Synth,There's no such thing as a safe secret.,Elegant,Gorgeous,Beige,Gray,8433,spider umbrella,stormy-night wall,rosewood flooring,3561;7235;1081;7337;7348;8465;3428;3445;4129;3951;7137;4054;4338;10244,iron hanger stand;rose bed;upright piano;iron entrance mat;red carpet;velvet stool;wall-mounted TV (50 in.);standard umbrella stand;monstera;antique console table;wooden full-length mirror;rattan low table;portable record player;fragrance sticks,1.0.0,#fffad4,#194c89,squ13,i3FzxyjfuBzy7Fnv3
Teddy,,,,Bear,Male,Jock,B,Fitness,9/26,grooof,Mr. K.K.,"No pain, no gain!",Simple,Simple,Yellow,Orange,5262,frog umbrella,cabin wall,cork flooring,4044;1241;4041;4040;1288;4037;4119;4036;4338,log extra-long sofa;DIY workbench;log bed;log dining table;fan palm;log wall-mounted clock;macrame tapestry;log decorative shelves;portable record player,1.0.0,#fff2bb,#ff791f,bea00,JhB2GSBmZCpaqRGDv
Tex,,,,Penguin,Male,Smug,A,Music,10/6,picante,K.K. D&B,Rules were made to be broken.,Cool,Elegant,Black,Gray,2401,blue umbrella,ice wall,ice flooring,1804;3340;1803;3505;3500;4279;7348;3500;941;1645;849;849,electric bass;deer decoration;drum set;frozen counter;frozen pillar;frozen-treat set;red carpet;frozen pillar;DJ's turntable;electric guitar;amp;amp,1.0.0,#fffad4,#194c89,pgn12,99QcysqkrEZ7ycBWs
Tia,,,,Elephant,Female,Normal,A,Nature,11/18,teacup,K.K. Bossa,Tea is a cup of life.,Cute,Elegant,Black,White,3138,blue shiny-bows parasol,café-curtain wall,brown iron-parquet flooring,1627;2554;1866;1626;3194;3467;915;8395;2713;3251;7236;1845;3270;3618,iron garden table;double sofa;menu chalkboard;iron garden chair;ironwood low table;tea set;cuckoo clock;yellow kitchen mat;refrigerator;gas range;lily record player;simple kettle;ironwood kitchenette;cutting board,1.0.0,#848484,#ffffff,elp10,2SK8tjSB8JvYLgPn9
Tiffany,,,,Rabbit,Female,Snooty,B,Fashion,1/9,bunbun,K.K. Ragtime,What is cheap is most costly.,Gorgeous,Cool,Black,Red,4347,red chic umbrella,black-crown wall,red-and-black vinyl flooring,863;937;937;1087;2554;791;4143;7348;4139;1087;3428;955;3428,billiard table;dartboard;dartboard;pinball machine;double sofa;jukebox;diner neon sign;red carpet;diner counter table;pinball machine;wall-mounted TV (50 in.);exit sign;wall-mounted TV (50 in.),1.0.0,#848484,#ffffff,rbt07,yhaDSkcEFYP6urwjN
Timbra,,,,Sheep,Female,Snooty,A,Education,10/21,pine nut,K.K. Love Song,Don't pine for the past.,Elegant,Gorgeous,Green,Brown,3633,melon umbrella,beige art-deco wall,dark parquet flooring,1103;4041;4039;7134;4037;918;3959;4036;742;6078;6079;5975;6075;8036,rocking chair;log bed;log chair;wooden low table;log wall-mounted clock;coffee cup;antique wardrobe;log decorative shelves;fireplace;tree's bounty lamp;tree's bounty little tree;traditional balancing toy;tree's bounty mobile;yellow Persian rug,1.0.0,#fffce9,#d86808,shp10,yafB94xabfKKPPNSp
Tipper,,,,Cow,Female,Snooty,B,Fashion,8/25,pushy,Soulful K.K.,It takes two to tango.,Gorgeous,Cute,Colorful,Pink,4575,rainbow umbrella,white hallway wall,stone tile,3681;2554;3957;1227;1757;4030;2561;1229;1875;2560;4338,piano bench;double sofa;antique bed;deluxe washer;claw-foot tub;bathroom towel rack;floor lamp;bathroom sink;grand piano;wooden chest;portable record player,1.0.0,#848484,#ffffff,cow01,ZWevBdWKRpz7DC7B4
Tom,,,,Cat,Male,Cranky,B,Education,12/10,me-YOWZA,K.K. Rock,There's no use crying over spilled milk.,Cool,Simple,Black,Gray,5980,bat umbrella,shutter wall,paintball flooring,4759;2020;4759;4759;875;3697;1241;4113;2592;1189;7528;8417;3967;4687,throwback race-car bed;director's chair;throwback race-car bed;throwback race-car bed;breaker;portable radio;DIY workbench;hose reel;tin bucket;tire stack;tool cart;wall-mounted tool board;broom and dustpan;toolbox,1.0.0,#fffce9,#0961f6,cat15,2vHKegY3XyX2DBc6G
Truffles,,,,Pig,Female,Peppy,B,Fashion,7/28,snoutie,Neapolitan,The best things in life are free.,Cute,Gorgeous,Green,Red,4423,pear umbrella,mod wall,brown honeycomb tile,2713;4003;3428;2561;7132;3616;3998;3952;7536;1888,refrigerator;cute music player;wall-mounted TV (50 in.);floor lamp;wooden double bed;system kitchen;cute sofa;antique table;simple medium orange mat;rice cooker,1.0.0,#fffce9,#f993ce,pig01,3oNZnyk4zv3zJD2m5
Tucker,,,,Elephant,Male,Lazy,A,Nature,9/7,fuzzers,K.K. Safari,Time makes fossils of us all.,Active,Simple,Yellow,Orange,9626,leaf umbrella,jungle wall,swamp flooring,343;343;10743;7043;3398;3398;7345;4093;3398;4073,tiki torch;tiki torch;bamboo speaker;Stonehenge;stone stool;stone stool;shanty mat;bamboo drum;stone stool;classic pitcher,1.0.0,#fffce9,#e8b010,elp09,96HCsK6H2c7J2ARMa
Tutu,,,,Bear,Female,Peppy,B,Fashion,9/15,twinkles,Bubblegum K.K.,Even the best of friends start out as strangers.,Cute,Simple,Pink,Red,8193,Toad parasol,pink-striped wall,red dot flooring,3995;3998;3999;3624;929;3996;3997;4002;4000;1227;4003,cute DIY table;cute sofa;cute chair;cute bed;air conditioner;cute wall-mounted clock;cute wardrobe;cute floor lamp;cute tea table;deluxe washer;cute music player,1.0.0,#848484,#ffffff,bea07,HqboYio5a8bRbKtcL
Twiggy,,,,Bird,Female,Peppy,B,Fashion,7/13,cheepers,Bubblegum K.K.,It's the early bird that catches the worm!,Simple,Cute,Pink,Blue,7768,strawberry umbrella,white botanical-tile wall,gray argyle-tile flooring,4035;4080;4051;4046;4054;3971;4048;4338;3948;331;1829;1829,log garden lounge;long bathtub;rattan vanity;rattan end table;rattan low table;imperial partition;rattan towel basket;portable record player;accessories stand;birdbath;cypress plant;cypress plant,1.0.0,#9b8986,#fff80d,brd03,P6sD4cQvXFHHvNcz8
Tybalt,,,,Tiger,Male,Jock,A,Play,8/19,grrrRAH,K.K. Groove,There's no excuse for half-baked potatoes.,Active,Simple,Blue,Purple,3056,blue umbrella,blue-paint wall,tiger-print flooring,1452;7654;4138;7845;4139;1241;8298;7528;4141;4003;8417;4756,weight bench;electric kick scooter;diner counter chair;pull-up-bar stand;diner counter table;DIY workbench;bunk bed;tool cart;diner sofa;cute music player;wall-mounted tool board;throwback wall clock,1.0.0,#9b553a,#ffd00d,tig02,Q49mH4FY3BrgFDoyN
Ursala,,,,Bear,Female,Big Sister,A,Music,1/16,grooomph,Café K.K.,Surround yourself with things you love.,Simple,Cute,Red,Orange,4729,hydrangea umbrella,café-curtain wall,green honeycomb tile,1227;4132;3270;3438;7132;3396;2586;3943;2713;4003;3775,deluxe washer;yucca;ironwood kitchenette;wooden end table;wooden double bed;natural garden table;natural garden chair;ironwood DIY workbench;refrigerator;cute music player;hanging terrarium,1.0.0,#634b4b,#f2bdc7,bea08,zodRh39TrqXPbGW49
Velma,,,,Goat,Female,Snooty,B,Education,1/14,blih,Mr. K.K.,"Work smarter, not harder.",Elegant,Gorgeous,Aqua,Purple,2784,purple chic umbrella,classic-library wall,light parquet flooring,1875;3681;3955;1058;2772;2554;3958;3951;794;1042,grand piano;piano bench;antique vanity;music stand;fancy violin;double sofa;antique mini table;antique console table;phonograph;metronome,1.0.0,#fffce9,#ff6183,goa06,PkAYXk745ZHBE69a9
Vesta,,,,Sheep,Female,Normal,B,Fashion,4/16,baaaffo,Forest Life,No sweater off my back.,Simple,Cute,Orange,Red,2746,Toad parasol,white subway-tile wall,floral mosaic-tile flooring,4393;4026;1744;1227;4048;4030;4139;1866;929;4046;2740;4338;7531;4023;4139;3443;1128,old-fashioned washtub;utility sink;wall clock;deluxe washer;rattan towel basket;bathroom towel rack;diner counter table;menu chalkboard;air conditioner;rattan end table;automatic washer;portable record player;ironing board;pants press;diner counter table;sewing project;sewing machine,1.0.0,#848484,#ffffff,shp00,pkzxW9Pmtd39TMdDH
Vic,,,,Bull,Male,Cranky,A,Fitness,12/29,cud,K.K. March,"You mess with the bull, you get the horns.",Cool,Active,Aqua,Blue,11950,bat umbrella,sea view,ship deck,791;1266;4043;3449;3449;3615;4135;1266;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;7800,jukebox;barrel;log round table;wooden stool;wooden stool;open-frame kitchen;freezer;barrel;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;protein shaker bottle,1.0.0,#fffce9,#c0ab72,bul08,9ouwtyzDNP65WJv77
Victoria,,,,Horse,Female,Peppy,B,Fitness,7/11,sugar cube,K.K. Adventure,Don't put the cart before the horse.,Active,Simple,Yellow,Orange,3320,lemon umbrella,stadium wall,racetrack flooring,3675;7264;4379;4379;4379;4379;4379;4077;4077;4077;4077;4077;4077;4077;4077;4379;4077;4077;4379;4077;4077,hay bed;champion's pennant;springy ride-on;springy ride-on;springy ride-on;springy ride-on;springy ride-on;party garland;party garland;party garland;party garland;party garland;party garland;party garland;party garland;springy ride-on;party garland;party garland;springy ride-on;party garland;party garland,1.0.0,#8b5f57,#d8cc39,hrs01,R5zfwZxyxaa6gue4d
Violet,,,,Gorilla,Female,Snooty,B,Fitness,9/1,sweetie,K.K. Bazaar,Pearls are a pink gorilla's best friend.,Gorgeous,Cool,Purple,Pink,4661,exquisite parasol,black botanical-tile wall,lobby flooring,7235;1840;6031;2554;4054;10244;4017;4030;3951;4338;4027,rose bed;whirlpool bath;cherry-blossom branches;double sofa;rattan low table;fragrance sticks;shower set;bathroom towel rack;antique console table;portable record player;floral swag,1.0.0,#fffce9,#ec7efc,gor07,z7N6aubfytXa7Z4Me
Vivian,,,,Wolf,Female,Snooty,A,Education,1/26,piffle,K.K. Cruisin',Onwards and upwards!,Gorgeous,Elegant,Gray,Purple,4594,raindrop umbrella,white-brick wall,dark wood-pattern flooring,4015;3270;3971;4052;4053;3986;4118;4046;4338;4054;928;4076;3951;3948;1868;4027,shower booth;ironwood kitchenette;imperial partition;rattan bed;rattan armchair;wall-mounted TV (20 in.);magnetic knife rack;rattan end table;portable record player;rattan low table;pot rack;nail-art set;antique console table;accessories stand;desk mirror;floral swag,1.0.0,#fffce9,#e4b887,wol08,tWyG3bE5fwvNNGpWM
Vladimir,,,,Cub,Male,Cranky,B,Play,8/2,nyet,Agent K.K.,Trouble never comes alone.,Simple,Cool,Yellow,Colorful,4148,camo umbrella,chain-link fence,ramshackle flooring,3943;787;4081;2556;144;2553;146;2553;1802;8417;146,ironwood DIY workbench;tape deck;camping cot;garbage pail;manhole cover;iron frame;cone;iron frame;drink machine;wall-mounted tool board;cone,1.0.0,#fffce9,#ff6183,cbr06,Eskwc34f2x6Qx6ZNT
Wade,,,,Penguin,Male,Lazy,A,Nature,10/30,so it goes,Stale Cupcakes,"Which came first, the seeds or the sunflower?",Simple,Gorgeous,Aqua,Blue,8195,rainbow umbrella,ice wall,ice flooring,3503;3984;3497;3982;3978;2255;5150;2269;2266;2274;2268;2270;2264;2267,frozen chair;shell lamp;frozen table;shell fountain;shell partition;sea butterfly;shell speaker;olive flounder;sea bass;tuna;dab;squid;horse mackerel;red snapper,1.0.0,#848484,#ffffff,pgn09,cy2hRtipGaiHEBPd8
Walker,,,,Dog,Male,Lazy,B,Play,6/10,wuh,Two Days Ago,"The dog wags his tail, not for you, but for your bread.",Simple,Simple,Orange,Red,3322,watermelon umbrella,yellow playroom wall,colorful tile flooring,3701;3702;4125;2605;4003;7144;3438;4111;5543;3623;2560;3584;1411,writing desk;writing chair;wooden bookshelf;wooden simple bed;cute music player;Mom's cushion;wooden end table;old-fashioned alarm clock;wooden-blockstool;toy box;wooden chest;writing poster;globe,1.0.0,#848484,#ffffff,dog06,rh6PGwW3Lg6EFcfo6
Walt,,,,Kangaroo,Male,Cranky,A,Fitness,4/24,pockets,K.K. Lament,Take the good with the bad.,Cool,Cool,Black,Gray,4342,paper parasol,bamboo-grove wall,mossy-garden flooring,7452;3580;7393;4269;10743;677;710;2754,raccoon figurine;bonsai shelf;pond stone;green-leaf pile;bamboo speaker;deer scare;bamboo bench;simple well,1.0.0,#498992,#acc8cf,kgr08,wN36ADi7MxiLNJ3Eu
Wart Jr.,,,,Frog,Male,Cranky,B,Education,8/21,grr-ribbit,Steep Hill,Age before beauty.,Simple,Simple,Blue,Purple,9199,ghost umbrella,dirt-clod wall,rush tatami,717;1849;3230;7048;3622;3554;7323;7323;957;3658;4106;3672;725;787,clay furnace;kotatsu;futon;pile of zen cushions;floor seat;bamboo candleholder;brown wooden-deck rug;brown wooden-deck rug;ventilation fan;bamboo basket;pendulum clock;cardboard box;paper lantern;tape deck,1.0.0,#fffce9,#d86808,flg05,HCbj4RPsBexGWd2Sy
Weber,,,,Duck,Male,Lazy,A,Nature,6/30,quaa,K.K. Fusion,Today's adults are yesterday's children.,Cool,Simple,Blue,Black,4149,blue umbrella,black perforated-board wall,cork flooring,1875;3681;4121;1171;1803;383;846;1804;8096;3822;1899,grand piano;piano bench;marimba;synthesizer;drum set;acoustic guitar;alto saxophone;electric bass;record box;pro tape recorder;autograph cards,1.0.0,#fffce9,#a87850,duk11,QrbKSTR4H9tFKBofW
Wendy,,,,Sheep,Female,Peppy,B,Fashion,8/15,lambkins,Space K.K.,Every cloud has a silver lining.,Cool,Gorgeous,Red,Green,3287,watermelon umbrella,snowflake wall,simple white flooring,2713;1792;3586;2771;3438;7346;4028;4111;3251;7137;7132;1845;2560;1145;4003;7134;3467,refrigerator;cushion;magazine;round space heater;wooden end table;snowflake rug;retro radiator;old-fashioned alarm clock;gas range;wooden full-length mirror;wooden double bed;simple kettle;wooden chest;snow globe;cute music player;wooden low table;tea set,1.0.0,#fffce9,#55cfff,shp09,YyW9WdsWe6EgMF4Mq
Whitney,,,,Wolf,Female,Snooty,B,Fashion,9/17,snappy,K.K. Soul,Don't cry wolf unless you mean it.,Elegant,Cool,Blue,Aqua,3387,purple chic umbrella,blue intricate wall,blue-paint flooring,7235;7137;5543;790;3561;4046;3428;1889;742;7349;10244;4049;4028,rose bed;wooden full-length mirror;wooden-blockstool;hi-fi stereo;iron hanger stand;rattan end table;wall-mounted TV (50 in.);ring;fireplace;monochromatic dotted rug;fragrance sticks;rattan wardrobe;retro radiator,1.0.0,#85a2af,#bff2ff,wol03,KbixDxCFpoWTimarv
Willow,,,,Sheep,Female,Snooty,B,Fashion,11/26,bo peep,K.K. Soul,You can't fight your genes.,Cute,Gorgeous,White,Pink,4766,fairy-tale umbrella,arched-window wall,arabesque flooring,3449;1127;915;3974;3957;4129;1058;3442;3443;1449;3951;742;10244;6078,wooden stool;old sewing machine;cuckoo clock;imperial low table;antique bed;monstera;music stand;sturdy sewing box;sewing project;cello;antique console table;fireplace;fragrance sticks;tree's bounty lamp,1.0.0,#879b96,#fff98f,shp07,HT58xc2w7ootdCRWb
Winnie,,,,Horse,Female,Peppy,B,Fashion,1/31,hay-OK,K.K. Country,"Smile, and the world smiles with you.",Cool,Simple,White,Gray,7648,eggy parasol,backyard-fence wall,backyard lawn,1626;1626;5970;4003;3509;1620;1627;3467;1631;1170;1157,iron garden chair;iron garden chair;firewood;cute music player;garden bench;hammock;iron garden table;tea set;garden faucet;swinging bench;brick oven,1.0.0,#fffce9,#c0ab72,hrs05,b4HwfyvThyipScSAv
Wolfgang,,,,Wolf,Male,Cranky,B,Education,11/25,snarrrl,K.K. D&B,Don't be afraid to show your fangs.,Cool,Active,Black,Green,4207,bat umbrella,dark wooden-mosaic wall,stripe flooring,4117;7323;7323;3275;4109;3270;3196;4338;3200;3562;3271;3818;1043;3194;3282;3193;4114;7800,wood-burning stove;brown wooden-deck rug;brown wooden-deck rug;ironwood clock;double-door refrigerator;ironwood kitchenette;ironwood dresser;portable record player;ironwood bed;iron wall rack;ironwood cupboard;pennant;microwave;ironwood low table;pop-up toaster;ironwood chair;tissue box;protein shaker bottle,1.0.0,#fffad4,#194c89,wol02,RbF2wcn6jRxtgLDRd
Yuka,,,,Koala,Female,Snooty,B,Fashion,7/20,tsk tsk,Soulful K.K.,Beauty is in the eye of the beholder.,Cool,Elegant,Orange,Yellow,7676,raindrop umbrella,beige art-deco wall,simple purple flooring,3957;3955;2554;3974;3951;794;4106;3959;3958;997,antique bed;antique vanity;double sofa;imperial low table;antique console table;phonograph;pendulum clock;antique wardrobe;antique mini table;incense burner,1.0.0,#fffad4,#194c89,kal00,QDcxk3dCNT6yeD9hk
Zell,,,,Deer,Male,Smug,A,Music,6/7,pronk,K.K. Swing,Clothes totally make the mammal.,Cool,Gorgeous,Purple,Gray,3676,camo umbrella,cityscape wall,monochromatic tile flooring,1875;863;4129;4053;4053;3951;794;3775;4046;4230;3681,grand piano;billiard table;monstera;rattan armchair;rattan armchair;antique console table;phonograph;hanging terrarium;rattan end table;glass holder with candle;piano bench,1.0.0,#fffce9,#4c3317,der02,LodBWtdMRZbjFNga9
Zucker,,,,Octopus,Male,Lazy,A,Nature,3/8,bloop,Spring Blossoms,There's no such thing as luck.,Simple,Cute,Blue,Yellow,3254,blue umbrella,chain-link fence,backyard lawn,4042;4412;7526;4077;4077;3064;4077;3946;3617;3697;4019;3618;3344;3672;3672,log bench;cotton-candy stall;outdoor generator;party garland;party garland;cooler box;party garland;outdoor table;stall;portable radio;stand mixer;cutting board;steamer-basket set;cardboard box;cardboard box,1.0.0,#fffce9,#e4b887,ocp02,2F5tipHqgmWvWXTLC
Chai,,,,Elephant,Female,Peppy,A,Play,3/6,flap flap,K.K. Bossa,He who chases two rabbits catches none.,Cute,Elegant,Blue,Aqua,13298,raindrop umbrella,Cinnamoroll wall,Cinnamoroll flooring,,,1.9.0,#52b8ec,#cefdff,elp11,DRPWaLbA7TZk384XR
Chelsea,,,,Deer,Female,Normal,A,Play,1/18,pound cake,K.K. Stroll,Always look a gift horse in the mouth.,Cute,Gorgeous,Pink,White,13759,candy umbrella,My Melody wall,My Melody flooring,,,1.9.0,#fff9f9,#feaaaa,der10,HuvL3cvb6d7M7TiuA
Étoile,,,,Sheep,Female,Normal,A,Music,12/25,fuzzy,K.K. Lullaby,Who knows what the stars have in store for us?,Cute,Gorgeous,Aqua,Pink,13171,purple shiny-bows parasol,Kiki & Lala wall,Kiki & Lala flooring,,,1.9.0,#ffd7eb,#b99fff,shp14,kPqyc2SXYZcapKxSL
Marty,,,,Cub,Male,Lazy,A,Play,4/16,pompom,My Place,Just wait until I get started!,Cute,Elegant,Brown,Yellow,13176,mint umbrella,Pompompurin wall,Pompompurin flooring,,,1.9.0,#9a543a,#f8e880,cbr18,MFp6WPLDuq2SKLm5s
Rilla,,,,Gorilla,Female,Peppy,A,Nature,11/1,hello,Bubblegum K.K.,"Where there's a will, there's a way.",Cute,Elegant,Red,Blue,13166,Toad parasol,Hello Kitty wall,Hello Kitty flooring,,,1.9.0,#fff6f6,#ff3339,gor11,aDinKd5HbWYhvZzTH
